# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1305031101.7459 1.4236 0.6384 1.7567 0.6627 0.5867 -0.2955 -0.3597
1305031101.7559 1.4226 0.6386 1.7557 0.6631 0.5867 -0.2947 -0.3595
1305031101.7659 1.4217 0.6386 1.7544 0.6634 0.5871 -0.2940 -0.3587
1305031101.7758 1.4209 0.6387 1.7531 0.6638 0.5882 -0.2920 -0.3580
1305031101.7858 1.4199 0.6388 1.7516 0.6641 0.5885 -0.2913 -0.3574
1305031101.7959 1.4189 0.6389 1.7502 0.6637 0.5892 -0.2910 -0.3574
1305031101.8059 1.4167 0.6390 1.7483 0.6615 0.5886 -0.2949 -0.3592
1305031101.8159 1.4151 0.6388 1.7466 0.6605 0.5884 -0.2964 -0.3602
1305031101.8259 1.4141 0.6385 1.7449 0.6609 0.5888 -0.2948 -0.3601
1305031101.8359 1.4126 0.6382 1.7432 0.6613 0.5887 -0.2939 -0.3602
1305031101.8458 1.4116 0.6379 1.7411 0.6627 0.5890 -0.2913 -0.3593
1305031101.8558 1.4101 0.6378 1.7388 0.6635 0.5902 -0.2885 -0.3581
1305031101.8658 1.4083 0.6375 1.7364 0.6641 0.5907 -0.2868 -0.3575
1305031101.8758 1.4067 0.6373 1.7339 0.6652 0.5914 -0.2841 -0.3564
1305031101.8858 1.4053 0.6372 1.7316 0.6659 0.5916 -0.2826 -0.3561
1305031101.8959 1.4034 0.6369 1.7291 0.6654 0.5921 -0.2827 -0.3560
1305031101.9058 1.4017 0.6366 1.7267 0.6656 0.5927 -0.2820 -0.3552
1305031101.9158 1.3996 0.6361 1.7243 0.6651 0.5937 -0.2820 -0.3545
1305031101.9260 1.3977 0.6359 1.7219 0.6648 0.5942 -0.2823 -0.3540
1305031101.9359 1.3957 0.6355 1.7195 0.6644 0.5952 -0.2823 -0.3530
1305031101.9459 1.3939 0.6351 1.7169 0.6644 0.5959 -0.2820 -0.3520
1305031101.9558 1.3918 0.6346 1.7142 0.6641 0.5969 -0.2825 -0.3506
1305031101.9659 1.3899 0.6343 1.7118 0.6650 0.5984 -0.2813 -0.3472
1305031101.9758 1.3877 0.6338 1.7091 0.6648 0.5995 -0.2818 -0.3454
1305031101.9859 1.3858 0.6334 1.7066 0.6649 0.6002 -0.2822 -0.3435
1305031101.9958 1.3833 0.6332 1.7038 0.6643 0.6005 -0.2841 -0.3427
1305031102.0060 1.3814 0.6327 1.7013 0.6655 0.6018 -0.2831 -0.3389
1305031102.0159 1.3791 0.6324 1.6987 0.6649 0.6014 -0.2854 -0.3389
1305031102.0259 1.3763 0.6320 1.6959 0.6639 0.6022 -0.2878 -0.3373
1305031102.0358 1.3736 0.6316 1.6933 0.6628 0.6025 -0.2903 -0.3369
1305031102.0458 1.3715 0.6313 1.6910 0.6624 0.6035 -0.2907 -0.3353
1305031102.0559 1.3698 0.6309 1.6889 0.6621 0.6028 -0.2915 -0.3366
1305031102.0658 1.3669 0.6305 1.6860 0.6606 0.6046 -0.2937 -0.3344
1305031102.0760 1.3644 0.6299 1.6833 0.6599 0.6056 -0.2947 -0.3331
1305031102.0859 1.3622 0.6296 1.6806 0.6601 0.6061 -0.2949 -0.3316
1305031102.0960 1.3605 0.6294 1.6785 0.6603 0.6063 -0.2938 -0.3319
1305031102.1058 1.3581 0.6291 1.6760 0.6604 0.6064 -0.2939 -0.3313
1305031102.1159 1.3549 0.6285 1.6729 0.6598 0.6080 -0.2947 -0.3290
1305031102.1260 1.3528 0.6284 1.6704 0.6602 0.6089 -0.2935 -0.3274
1305031102.1358 1.3504 0.6279 1.6678 0.6599 0.6097 -0.2934 -0.3266
1305031102.1458 1.3476 0.6277 1.6652 0.6587 0.6099 -0.2949 -0.3273
1305031102.1558 1.3452 0.6273 1.6627 0.6582 0.6109 -0.2950 -0.3265
1305031102.1658 1.3434 0.6271 1.6606 0.6583 0.6112 -0.2938 -0.3266
1305031102.1758 1.3405 0.6266 1.6575 0.6574 0.6126 -0.2949 -0.3248
1305031102.1858 1.3378 0.6263 1.6546 0.6567 0.6131 -0.2962 -0.3242
1305031102.1958 1.3352 0.6261 1.6519 0.6564 0.6139 -0.2963 -0.3231
1305031102.2058 1.3329 0.6258 1.6493 0.6576 0.6151 -0.2940 -0.3207
1305031102.2159 1.3303 0.6256 1.6464 0.6579 0.6161 -0.2932 -0.3189
1305031102.2258 1.3280 0.6254 1.6437 0.6581 0.6175 -0.2924 -0.3165
1305031102.2359 1.3253 0.6252 1.6409 0.6584 0.6176 -0.2926 -0.3154
1305031102.2458 1.3230 0.6252 1.6384 0.6590 0.6186 -0.2912 -0.3135
1305031102.2558 1.3205 0.6253 1.6357 0.6592 0.6189 -0.2913 -0.3123
1305031102.2658 1.3184 0.6253 1.6330 0.6606 0.6189 -0.2900 -0.3106
1305031102.2758 1.3160 0.6254 1.6302 0.6609 0.6199 -0.2893 -0.3086
1305031102.2859 1.3131 0.6254 1.6274 0.6602 0.6206 -0.2903 -0.3078
1305031102.2959 1.3111 0.6255 1.6249 0.6613 0.6205 -0.2890 -0.3069
1305031102.3058 1.3084 0.6254 1.6221 0.6610 0.6207 -0.2901 -0.3059
1305031102.3158 1.3066 0.6256 1.6196 0.6621 0.6205 -0.2892 -0.3050
1305031102.3258 1.3041 0.6256 1.6170 0.6623 0.6202 -0.2898 -0.3045
1305031102.3358 1.3018 0.6257 1.6145 0.6624 0.6199 -0.2905 -0.3043
1305031102.3458 1.2991 0.6257 1.6118 0.6619 0.6204 -0.2916 -0.3032
1305031102.3559 1.2968 0.6257 1.6092 0.6623 0.6212 -0.2909 -0.3015
1305031102.3659 1.2945 0.6257 1.6066 0.6622 0.6213 -0.2908 -0.3014
1305031102.3758 1.2922 0.6256 1.6041 0.6617 0.6217 -0.2914 -0.3012
1305031102.3858 1.2900 0.6258 1.6014 0.6621 0.6219 -0.2910 -0.3004
1305031102.3959 1.2875 0.6257 1.5987 0.6620 0.6226 -0.2906 -0.2995
1305031102.4058 1.2854 0.6257 1.5961 0.6617 0.6239 -0.2901 -0.2979
1305031102.4159 1.2830 0.6257 1.5933 0.6614 0.6249 -0.2903 -0.2962
1305031102.4259 1.2804 0.6257 1.5905 0.6619 0.6255 -0.2898 -0.2945
1305031102.4359 1.2778 0.6257 1.5877 0.6620 0.6261 -0.2897 -0.2928
1305031102.4458 1.2757 0.6256 1.5853 0.6631 0.6278 -0.2876 -0.2890
1305031102.4558 1.2733 0.6255 1.5824 0.6635 0.6289 -0.2864 -0.2867
1305031102.4658 1.2708 0.6255 1.5796 0.6639 0.6295 -0.2858 -0.2851
1305031102.4758 1.2683 0.6255 1.5770 0.6644 0.6299 -0.2848 -0.2842
1305031102.4858 1.2656 0.6253 1.5742 0.6645 0.6302 -0.2841 -0.2839
1305031102.4960 1.2631 0.6252 1.5716 0.6647 0.6305 -0.2830 -0.2838
1305031102.5058 1.2606 0.6251 1.5688 0.6650 0.6305 -0.2821 -0.2839
1305031102.5159 1.2582 0.6251 1.5661 0.6652 0.6314 -0.2804 -0.2832
1305031102.5259 1.2557 0.6250 1.5636 0.6653 0.6322 -0.2788 -0.2826
1305031102.5358 1.2531 0.6247 1.5610 0.6653 0.6329 -0.2776 -0.2827
1305031102.5459 1.2509 0.6247 1.5583 0.6654 0.6333 -0.2766 -0.2823
1305031102.5558 1.2482 0.6245 1.5557 0.6647 0.6339 -0.2766 -0.2826
1305031102.5658 1.2457 0.6245 1.5533 0.6644 0.6339 -0.2763 -0.2835
1305031102.5759 1.2434 0.6244 1.5508 0.6651 0.6328 -0.2758 -0.2847
1305031102.5858 1.2411 0.6245 1.5483 0.6653 0.6326 -0.2754 -0.2853
1305031102.5959 1.2389 0.6244 1.5458 0.6661 0.6316 -0.2750 -0.2860
1305031102.6059 1.2361 0.6246 1.5432 0.6652 0.6308 -0.2767 -0.2882
1305031102.6159 1.2336 0.6244 1.5407 0.6650 0.6304 -0.2770 -0.2892
1305031102.6258 1.2316 0.6245 1.5382 0.6655 0.6304 -0.2762 -0.2886
1305031102.6358 1.2287 0.6243 1.5352 0.6653 0.6298 -0.2777 -0.2894
1305031102.6458 1.2263 0.6243 1.5324 0.6654 0.6301 -0.2776 -0.2885
1305031102.6558 1.2237 0.6242 1.5295 0.6656 0.6299 -0.2779 -0.2879
1305031102.6658 1.2215 0.6244 1.5265 0.6663 0.6296 -0.2776 -0.2872
1305031102.6759 1.2190 0.6245 1.5236 0.6665 0.6296 -0.2775 -0.2868
1305031102.6858 1.2165 0.6243 1.5207 0.6667 0.6295 -0.2776 -0.2866
1305031102.6958 1.2142 0.6244 1.5178 0.6667 0.6297 -0.2776 -0.2861
1305031102.7058 1.2115 0.6245 1.5147 0.6666 0.6288 -0.2788 -0.2872
1305031102.7159 1.2089 0.6245 1.5116 0.6668 0.6281 -0.2799 -0.2873
1305031102.7258 1.2064 0.6248 1.5084 0.6674 0.6277 -0.2798 -0.2868
1305031102.7359 1.2037 0.6247 1.5053 0.6678 0.6277 -0.2798 -0.2860
1305031102.7458 1.2012 0.6247 1.5020 0.6683 0.6277 -0.2789 -0.2855
1305031102.7559 1.1986 0.6247 1.4990 0.6684 0.6278 -0.2780 -0.2861
1305031102.7659 1.1962 0.6247 1.4959 0.6686 0.6279 -0.2769 -0.2864
1305031102.7758 1.1937 0.6248 1.4929 0.6685 0.6284 -0.2754 -0.2869
1305031102.7858 1.1911 0.6250 1.4896 0.6682 0.6282 -0.2753 -0.2882
1305031102.7958 1.1887 0.6249 1.4865 0.6686 0.6281 -0.2744 -0.2885
1305031102.8058 1.1865 0.6250 1.4834 0.6690 0.6282 -0.2731 -0.2884
1305031102.8159 1.1843 0.6252 1.4803 0.6697 0.6282 -0.2716 -0.2882
1305031102.8258 1.1821 0.6252 1.4773 0.6703 0.6283 -0.2702 -0.2882
1305031102.8358 1.1797 0.6252 1.4743 0.6703 0.6281 -0.2698 -0.2889
1305031102.8458 1.1772 0.6252 1.4713 0.6695 0.6281 -0.2697 -0.2909
1305031102.8558 1.1750 0.6251 1.4685 0.6690 0.6283 -0.2689 -0.2924
1305031102.8658 1.1729 0.6251 1.4656 0.6688 0.6286 -0.2680 -0.2929
1305031102.8758 1.1707 0.6250 1.4627 0.6683 0.6291 -0.2677 -0.2932
1305031102.8858 1.1687 0.6249 1.4599 0.6680 0.6294 -0.2672 -0.2935
1305031102.8958 1.1666 0.6247 1.4570 0.6681 0.6292 -0.2671 -0.2939
1305031102.9058 1.1644 0.6247 1.4541 0.6680 0.6290 -0.2670 -0.2949
1305031102.9159 1.1622 0.6244 1.4513 0.6675 0.6291 -0.2670 -0.2957
1305031102.9258 1.1602 0.6242 1.4484 0.6673 0.6297 -0.2663 -0.2953
1305031102.9358 1.1582 0.6240 1.4458 0.6664 0.6307 -0.2663 -0.2954
1305031102.9458 1.1561 0.6237 1.4430 0.6654 0.6315 -0.2672 -0.2950
1305031102.9559 1.1538 0.6233 1.4400 0.6642 0.6323 -0.2693 -0.2940
1305031102.9658 1.1519 0.6230 1.4371 0.6638 0.6328 -0.2707 -0.2926
1305031102.9759 1.1501 0.6226 1.4343 0.6640 0.6334 -0.2718 -0.2898
1305031102.9859 1.1481 0.6223 1.4316 0.6643 0.6334 -0.2729 -0.2883
1305031102.9959 1.1461 0.6221 1.4288 0.6644 0.6329 -0.2744 -0.2876
1305031103.0058 1.1444 0.6218 1.4261 0.6648 0.6331 -0.2751 -0.2855
1305031103.0159 1.1424 0.6215 1.4233 0.6649 0.6332 -0.2760 -0.2843
1305031103.0258 1.1406 0.6213 1.4205 0.6648 0.6336 -0.2772 -0.2823
1305031103.0358 1.1389 0.6213 1.4178 0.6652 0.6335 -0.2782 -0.2807
1305031103.0458 1.1371 0.6211 1.4151 0.6653 0.6336 -0.2794 -0.2792
1305031103.0558 1.1355 0.6210 1.4125 0.6662 0.6326 -0.2801 -0.2785
1305031103.0658 1.1339 0.6209 1.4102 0.6664 0.6320 -0.2806 -0.2787
1305031103.0758 1.1322 0.6209 1.4078 0.6664 0.6314 -0.2815 -0.2793
1305031103.0858 1.1304 0.6207 1.4052 0.6665 0.6308 -0.2822 -0.2797
1305031103.0958 1.1288 0.6208 1.4027 0.6664 0.6310 -0.2819 -0.2799
1305031103.1058 1.1272 0.6208 1.4003 0.6670 0.6311 -0.2810 -0.2790
1305031103.1158 1.1257 0.6206 1.3979 0.6676 0.6310 -0.2808 -0.2781
1305031103.1259 1.1241 0.6209 1.3954 0.6679 0.6302 -0.2811 -0.2787
1305031103.1358 1.1227 0.6208 1.3930 0.6686 0.6298 -0.2808 -0.2782
1305031103.1459 1.1211 0.6208 1.3906 0.6691 0.6294 -0.2809 -0.2780
1305031103.1559 1.1195 0.6208 1.3883 0.6693 0.6290 -0.2806 -0.2787
1305031103.1668 1.1180 0.6208 1.3859 0.6696 0.6289 -0.2802 -0.2787
1305031103.1758 1.1165 0.6209 1.3836 0.6694 0.6294 -0.2797 -0.2784
1305031103.1858 1.1150 0.6209 1.3811 0.6699 0.6296 -0.2788 -0.2778
1305031103.1959 1.1137 0.6210 1.3788 0.6706 0.6305 -0.2771 -0.2756
1305031103.2058 1.1124 0.6211 1.3764 0.6718 0.6306 -0.2760 -0.2735
1305031103.2158 1.1110 0.6213 1.3741 0.6731 0.6304 -0.2751 -0.2717
1305031103.2258 1.1099 0.6215 1.3719 0.6745 0.6302 -0.2740 -0.2698
1305031103.2358 1.1086 0.6217 1.3699 0.6757 0.6298 -0.2732 -0.2685
1305031103.2458 1.1074 0.6218 1.3678 0.6767 0.6301 -0.2722 -0.2663
1305031103.2558 1.1063 0.6219 1.3660 0.6777 0.6306 -0.2715 -0.2633
1305031103.2658 1.1054 0.6220 1.3643 0.6782 0.6313 -0.2711 -0.2607
1305031103.2758 1.1045 0.6221 1.3629 0.6784 0.6329 -0.2706 -0.2569
1305031103.2858 1.1037 0.6221 1.3616 0.6779 0.6337 -0.2725 -0.2543
1305031103.2958 1.1030 0.6222 1.3606 0.6772 0.6351 -0.2736 -0.2512
1305031103.3058 1.1026 0.6221 1.3598 0.6770 0.6359 -0.2743 -0.2489
1305031103.3158 1.1019 0.6222 1.3591 0.6762 0.6360 -0.2765 -0.2486
1305031103.3258 1.1016 0.6224 1.3587 0.6764 0.6359 -0.2767 -0.2479
1305031103.3358 1.1012 0.6226 1.3585 0.6768 0.6358 -0.2765 -0.2473
1305031103.3459 1.1009 0.6229 1.3582 0.6777 0.6355 -0.2758 -0.2468
1305031103.3558 1.1006 0.6233 1.3581 0.6785 0.6352 -0.2749 -0.2462
1305031103.3658 1.1004 0.6235 1.3583 0.6792 0.6350 -0.2740 -0.2457
1305031103.3759 1.1003 0.6238 1.3585 0.6796 0.6349 -0.2735 -0.2454
1305031103.3858 1.1004 0.6239 1.3590 0.6799 0.6347 -0.2735 -0.2451
1305031103.3958 1.1007 0.6239 1.3596 0.6801 0.6347 -0.2732 -0.2449
1305031103.4059 1.1010 0.6240 1.3605 0.6801 0.6349 -0.2732 -0.2443
1305031103.4158 1.1011 0.6240 1.3615 0.6793 0.6347 -0.2747 -0.2454
1305031103.4258 1.1018 0.6240 1.3626 0.6789 0.6360 -0.2744 -0.2436
1305031103.4359 1.1021 0.6238 1.3636 0.6783 0.6361 -0.2755 -0.2436
1305031103.4458 1.1030 0.6237 1.3651 0.6783 0.6368 -0.2751 -0.2423
1305031103.4558 1.1035 0.6236 1.3665 0.6775 0.6376 -0.2756 -0.2419
1305031103.4658 1.1043 0.6233 1.3681 0.6769 0.6376 -0.2764 -0.2428
1305031103.4759 1.1052 0.6232 1.3699 0.6763 0.6382 -0.2767 -0.2426
1305031103.4858 1.1062 0.6230 1.3719 0.6757 0.6383 -0.2771 -0.2435
1305031103.4959 1.1071 0.6230 1.3739 0.6745 0.6388 -0.2781 -0.2443
1305031103.5058 1.1083 0.6228 1.3761 0.6740 0.6390 -0.2783 -0.2447
1305031103.5160 1.1096 0.6227 1.3785 0.6731 0.6398 -0.2784 -0.2450
1305031103.5258 1.1106 0.6226 1.3809 0.6721 0.6396 -0.2802 -0.2463
1305031103.5358 1.1118 0.6225 1.3833 0.6713 0.6396 -0.2812 -0.2473
1305031103.5458 1.1132 0.6227 1.3860 0.6708 0.6396 -0.2818 -0.2480
1305031103.5558 1.1144 0.6225 1.3886 0.6701 0.6391 -0.2834 -0.2494
1305031103.5658 1.1159 0.6225 1.3914 0.6696 0.6389 -0.2846 -0.2498
1305031103.5759 1.1172 0.6225 1.3941 0.6692 0.6389 -0.2858 -0.2497
1305031103.5858 1.1190 0.6224 1.3969 0.6696 0.6389 -0.2858 -0.2483
1305031103.5958 1.1204 0.6224 1.3999 0.6694 0.6388 -0.2869 -0.2481
1305031103.6058 1.1221 0.6224 1.4028 0.6692 0.6386 -0.2882 -0.2476
1305031103.6159 1.1235 0.6223 1.4058 0.6683 0.6387 -0.2902 -0.2475
1305031103.6260 1.1252 0.6223 1.4089 0.6678 0.6387 -0.2916 -0.2471
1305031103.6358 1.1268 0.6223 1.4119 0.6673 0.6387 -0.2931 -0.2468
1305031103.6458 1.1284 0.6223 1.4151 0.6672 0.6384 -0.2939 -0.2468
1305031103.6558 1.1300 0.6221 1.4183 0.6666 0.6383 -0.2953 -0.2468
1305031103.6658 1.1319 0.6222 1.4216 0.6663 0.6384 -0.2957 -0.2469
1305031103.6758 1.1337 0.6223 1.4249 0.6659 0.6382 -0.2967 -0.2475
1305031103.6858 1.1355 0.6224 1.4283 0.6659 0.6382 -0.2971 -0.2470
1305031103.6959 1.1372 0.6225 1.4315 0.6655 0.6381 -0.2981 -0.2473
1305031103.7058 1.1394 0.6228 1.4350 0.6657 0.6381 -0.2973 -0.2474
1305031103.7158 1.1411 0.6229 1.4382 0.6652 0.6377 -0.2989 -0.2480
1305031103.7258 1.1432 0.6232 1.4418 0.6646 0.6374 -0.2994 -0.2498
1305031103.7358 1.1452 0.6231 1.4455 0.6643 0.6375 -0.2993 -0.2502
1305031103.7458 1.1473 0.6233 1.4492 0.6638 0.6380 -0.2991 -0.2506
1305031103.7558 1.1493 0.6233 1.4527 0.6631 0.6383 -0.2995 -0.2514
1305031103.7658 1.1515 0.6235 1.4563 0.6622 0.6389 -0.2995 -0.2521
1305031103.7758 1.1535 0.6236 1.4598 0.6615 0.6392 -0.2998 -0.2529
1305031103.7858 1.1558 0.6236 1.4634 0.6611 0.6398 -0.2993 -0.2531
1305031103.7959 1.1581 0.6239 1.4670 0.6611 0.6408 -0.2976 -0.2526
1305031103.8058 1.1603 0.6239 1.4705 0.6608 0.6416 -0.2965 -0.2526
1305031103.8159 1.1627 0.6240 1.4740 0.6607 0.6426 -0.2949 -0.2523
1305031103.8258 1.1649 0.6240 1.4774 0.6601 0.6431 -0.2949 -0.2524
1305031103.8358 1.1670 0.6238 1.4806 0.6596 0.6443 -0.2944 -0.2514
1305031103.8458 1.1695 0.6239 1.4841 0.6596 0.6461 -0.2922 -0.2493
1305031103.8558 1.1720 0.6238 1.4874 0.6594 0.6474 -0.2913 -0.2474
1305031103.8658 1.1743 0.6235 1.4910 0.6586 0.6483 -0.2916 -0.2467
1305031103.8758 1.1769 0.6236 1.4946 0.6579 0.6492 -0.2920 -0.2460
1305031103.8858 1.1795 0.6235 1.4984 0.6570 0.6496 -0.2930 -0.2459
1305031103.8958 1.1821 0.6236 1.5020 0.6563 0.6499 -0.2940 -0.2458
1305031103.9058 1.1845 0.6234 1.5057 0.6553 0.6498 -0.2959 -0.2466
1305031103.9158 1.1871 0.6233 1.5095 0.6545 0.6499 -0.2973 -0.2468
1305031103.9258 1.1898 0.6232 1.5133 0.6541 0.6506 -0.2974 -0.2459
1305031103.9358 1.1924 0.6233 1.5168 0.6537 0.6506 -0.2983 -0.2457
1305031103.9458 1.1950 0.6231 1.5204 0.6533 0.6501 -0.2996 -0.2464
1305031103.9558 1.1976 0.6232 1.5241 0.6527 0.6505 -0.3002 -0.2465
1305031103.9658 1.2005 0.6231 1.5279 0.6530 0.6512 -0.2986 -0.2456
1305031103.9758 1.2033 0.6233 1.5320 0.6526 0.6520 -0.2981 -0.2454
1305031103.9858 1.2061 0.6234 1.5357 0.6521 0.6514 -0.2993 -0.2467
1305031103.9959 1.2089 0.6236 1.5396 0.6522 0.6517 -0.2983 -0.2469
1305031104.0058 1.2115 0.6237 1.5435 0.6516 0.6514 -0.2990 -0.2484
1305031104.0158 1.2138 0.6239 1.5471 0.6506 0.6505 -0.3009 -0.2512
1305031104.0258 1.2165 0.6243 1.5511 0.6502 0.6500 -0.3012 -0.2533
1305031104.0358 1.2190 0.6245 1.5547 0.6498 0.6498 -0.3011 -0.2549
1305031104.0458 1.2214 0.6248 1.5584 0.6493 0.6498 -0.3007 -0.2565
1305031104.0558 1.2239 0.6250 1.5619 0.6489 0.6496 -0.3004 -0.2583
1305031104.0658 1.2266 0.6253 1.5655 0.6489 0.6498 -0.2991 -0.2594
1305031104.0759 1.2292 0.6257 1.5690 0.6489 0.6497 -0.2981 -0.2607
1305031104.0858 1.2316 0.6260 1.5726 0.6489 0.6497 -0.2969 -0.2620
1305031104.0958 1.2340 0.6263 1.5761 0.6491 0.6485 -0.2967 -0.2648
1305031104.1058 1.2364 0.6268 1.5795 0.6487 0.6480 -0.2968 -0.2670
1305031104.1158 1.2390 0.6271 1.5830 0.6490 0.6471 -0.2962 -0.2690
1305031104.1258 1.2416 0.6275 1.5865 0.6490 0.6465 -0.2956 -0.2710
1305031104.1359 1.2437 0.6275 1.5899 0.6482 0.6460 -0.2965 -0.2732
1305031104.1458 1.2461 0.6279 1.5932 0.6475 0.6456 -0.2971 -0.2752
1305031104.1558 1.2486 0.6280 1.5966 0.6471 0.6456 -0.2968 -0.2762
1305031104.1658 1.2510 0.6283 1.5999 0.6469 0.6451 -0.2973 -0.2774
1305031104.1758 1.2535 0.6284 1.6032 0.6471 0.6449 -0.2967 -0.2781
1305031104.1858 1.2564 0.6286 1.6066 0.6475 0.6444 -0.2959 -0.2791
1305031104.1958 1.2585 0.6286 1.6096 0.6471 0.6431 -0.2978 -0.2811
1305031104.2058 1.2609 0.6287 1.6129 0.6472 0.6424 -0.2970 -0.2833
1305031104.2159 1.2636 0.6289 1.6161 0.6475 0.6422 -0.2963 -0.2838
1305031104.2258 1.2659 0.6290 1.6192 0.6471 0.6413 -0.2973 -0.2857
1305031104.2359 1.2684 0.6290 1.6224 0.6472 0.6411 -0.2970 -0.2862
1305031104.2458 1.2705 0.6288 1.6254 0.6465 0.6403 -0.2983 -0.2883
1305031104.2558 1.2729 0.6288 1.6284 0.6464 0.6401 -0.2978 -0.2893
1305031104.2658 1.2753 0.6289 1.6313 0.6462 0.6397 -0.2980 -0.2905
1305031104.2759 1.2775 0.6288 1.6341 0.6458 0.6390 -0.2987 -0.2921
1305031104.2859 1.2798 0.6288 1.6369 0.6461 0.6384 -0.2981 -0.2934
1305031104.2959 1.2820 0.6287 1.6397 0.6460 0.6379 -0.2982 -0.2948
1305031104.3058 1.2844 0.6287 1.6424 0.6460 0.6371 -0.2983 -0.2964
1305031104.3158 1.2866 0.6286 1.6451 0.6463 0.6368 -0.2975 -0.2971
1305031104.3258 1.2887 0.6285 1.6476 0.6464 0.6362 -0.2972 -0.2985
1305031104.3358 1.2911 0.6284 1.6501 0.6468 0.6360 -0.2959 -0.2993
1305031104.3460 1.2930 0.6283 1.6526 0.6469 0.6355 -0.2953 -0.3009
1305031104.3558 1.2947 0.6281 1.6549 0.6464 0.6346 -0.2961 -0.3029
1305031104.3658 1.2970 0.6281 1.6572 0.6470 0.6339 -0.2951 -0.3040
1305031104.3758 1.2990 0.6280 1.6596 0.6473 0.6329 -0.2955 -0.3052
1305031104.3858 1.3009 0.6277 1.6615 0.6473 0.6321 -0.2958 -0.3065
1305031104.3964 1.3029 0.6275 1.6639 0.6477 0.6319 -0.2944 -0.3073
1305031104.4058 1.3048 0.6272 1.6659 0.6474 0.6317 -0.2952 -0.3079
1305031104.4158 1.3074 0.6269 1.6683 0.6483 0.6317 -0.2930 -0.3077
1305031104.4258 1.3084 0.6267 1.6701 0.6469 0.6304 -0.2961 -0.3105
1305031104.4358 1.3119 0.6263 1.6725 0.6494 0.6312 -0.2916 -0.3078
1305031104.4458 1.3135 0.6259 1.6745 0.6486 0.6315 -0.2926 -0.3081
1305031104.4558 1.3156 0.6256 1.6764 0.6485 0.6317 -0.2928 -0.3077
1305031104.4659 1.3177 0.6250 1.6784 0.6487 0.6313 -0.2934 -0.3075
1305031104.4758 1.3197 0.6246 1.6804 0.6485 0.6318 -0.2936 -0.3067
1305031104.4858 1.3217 0.6241 1.6824 0.6484 0.6316 -0.2948 -0.3062
1305031104.4958 1.3239 0.6237 1.6843 0.6483 0.6311 -0.2959 -0.3064
1305031104.5058 1.3259 0.6233 1.6861 0.6475 0.6305 -0.2983 -0.3070
1305031104.5158 1.3282 0.6228 1.6883 0.6475 0.6302 -0.2990 -0.3070
1305031104.5260 1.3304 0.6225 1.6904 0.6473 0.6297 -0.2997 -0.3076
1305031104.5359 1.3320 0.6219 1.6925 0.6465 0.6291 -0.3017 -0.3086
1305031104.5458 1.3351 0.6216 1.6947 0.6472 0.6292 -0.3003 -0.3084
1305031104.5558 1.3371 0.6214 1.6967 0.6461 0.6285 -0.3024 -0.3099
1305031104.5658 1.3394 0.6210 1.6989 0.6461 0.6279 -0.3030 -0.3106
1305031104.5758 1.3416 0.6209 1.7009 0.6458 0.6263 -0.3045 -0.3130
1305031104.5858 1.3435 0.6208 1.7034 0.6450 0.6241 -0.3066 -0.3170
1305031104.5958 1.3462 0.6206 1.7060 0.6463 0.6240 -0.3040 -0.3170
1305031104.6058 1.3485 0.6205 1.7084 0.6455 0.6221 -0.3057 -0.3209
1305031104.6159 1.3511 0.6208 1.7107 0.6452 0.6202 -0.3063 -0.3244
1305031104.6258 1.3534 0.6208 1.7131 0.6449 0.6190 -0.3061 -0.3274
1305031104.6358 1.3558 0.6207 1.7152 0.6446 0.6168 -0.3072 -0.3313
1305031104.6458 1.3585 0.6209 1.7176 0.6446 0.6157 -0.3062 -0.3340
1305031104.6560 1.3607 0.6211 1.7198 0.6445 0.6131 -0.3072 -0.3383
1305031104.6658 1.3632 0.6213 1.7220 0.6440 0.6116 -0.3076 -0.3414
1305031104.6759 1.3655 0.6214 1.7242 0.6437 0.6094 -0.3083 -0.3452
1305031104.6858 1.3677 0.6218 1.7263 0.6433 0.6072 -0.3094 -0.3489
1305031104.6958 1.3704 0.6220 1.7284 0.6432 0.6049 -0.3102 -0.3523
1305031104.7058 1.3725 0.6223 1.7304 0.6427 0.6026 -0.3117 -0.3558
1305031104.7158 1.3742 0.6225 1.7325 0.6421 0.6000 -0.3134 -0.3599
1305031104.7258 1.3765 0.6230 1.7344 0.6416 0.5979 -0.3144 -0.3633
1305031104.7359 1.3786 0.6234 1.7364 0.6413 0.5960 -0.3149 -0.3665
1305031104.7458 1.3807 0.6239 1.7381 0.6411 0.5935 -0.3162 -0.3699
1305031104.7558 1.3824 0.6243 1.7398 0.6404 0.5911 -0.3179 -0.3736
1305031104.7658 1.3845 0.6250 1.7415 0.6400 0.5888 -0.3186 -0.3771
1305031104.7758 1.3866 0.6255 1.7429 0.6402 0.5873 -0.3185 -0.3791
1305031104.7858 1.3881 0.6260 1.7443 0.6396 0.5847 -0.3204 -0.3825
1305031104.7958 1.3897 0.6268 1.7458 0.6395 0.5825 -0.3212 -0.3854
1305031104.8058 1.3916 0.6273 1.7469 0.6399 0.5810 -0.3212 -0.3871
1305031104.8158 1.3929 0.6281 1.7481 0.6404 0.5788 -0.3213 -0.3895
1305031104.8258 1.3940 0.6289 1.7492 0.6399 0.5762 -0.3228 -0.3928
